0.37,0.37,0.00,0.30,0.19,0.20,0.32,0.39
0.20,0.21,0.20,0.21,0.17,0.17,0.37,0.33
0.19,0.22,0.47,0.46,0.39,0.33,0.27,0.29
0.29,0.31,0.28,0.31,0.24,0.20,0.37,0.39
0.48,0.43,0.28,0.28,0.11,0.11,0.41,0.29
0.04,0.03,0.41,0.41,0.39,0.37,0.04,0.06
0.21,0.21,0.10,0.16,0.04,0.06,0.18,0.17
0.00,0.00,0.38,0.38,0.29,0.29,0.09,0.19
0.22,0.21,0.30,0.30,0.26,0.26,0.33,0.33
0.00,0.00,0.38,0.40,0.22,0.20,0.34,0.34
0.03,0.00,0.34,0.33,0.24,0.23,0.07,0.03
0.14,0.00,0.53,0.54,0.44,0.44,0.40,0.12
0.22,0.22,0.34,0.34,0.21,0.21,0.17,0.18
0.22,0.22,0.34,0.36,0.28,0.28,0.22,0.17
0.33,0.34,0.19,0.16,0.00,0.00,0.36,0.39
0.24,0.22,0.51,0.51,0.44,0.44,0.49,0.51
0.30,0.29,0.00,0.19,0.11,0.11,0.07,0.00
0.11,0.08,0.42,0.42,0.48,0.47,0.07,0.12
0.26,0.30,0.22,0.23,0.00,0.00,0.20,0.30
0.27,0.29,0.61,0.61,0.46,0.46,0.37,0.30
0.19,0.20,0.49,0.50,0.34,0.36,0.34,0.43
0.33,0.34,0.19,0.20,0.09,0.08,0.28,0.33
0.39,0.39,0.28,0.28,0.22,0.22,0.22,0.31
0.44,0.46,0.30,0.29,0.09,0.09,0.31,0.07
0.00,0.27,0.22,0.20,0.08,0.09,0.03,0.04
0.18,0.18,0.32,0.31,0.20,0.20,0.09,0.23
0.46,0.46,0.26,0.26,0.14,0.14,0.29,0.23
0.41,0.41,0.14,0.12,0.00,0.00,0.23,0.16
0.00,0.00,0.31,0.31,0.24,0.21,0.06,0.13
0.44,0.46,0.36,0.37,0.16,0.16,0.28,0.38
0.32,0.31,0.14,0.16,0.03,0.03,0.00,0.08
0.30,0.29,0.50,0.47,0.43,0.44,0.28,0.36
0.41,0.41,0.36,0.32,0.22,0.22,0.16,0.20
0.23,0.23,0.28,0.28,0.27,0.27,0.12,0.24
0.47,0.47,0.29,0.29,0.14,0.14,0.30,0.26
0.38,0.38,0.00,0.00,0.06,0.07,0.03,0.17
0.59,0.59,0.22,0.22,0.17,0.17,0.02,0.09
0.40,0.40,0.27,0.27,0.23,0.23,0.32,0.34
0.16,0.16,0.21,0.21,0.19,0.18,0.21,0.34
0.34,0.34,0.40,0.40,0.34,0.34,0.26,0.39
0.47,0.47,0.23,0.22,0.10,0.10,0.33,0.42
0.00,0.00,0.53,0.54,0.52,0.52,0.10,0.16
0.22,0.22,0.47,0.47,0.37,0.33,0.27,0.34
0.11,0.11,0.58,0.58,0.43,0.40,0.19,0.24
0.39,0.38,0.00,0.00,0.00,0.00,0.29,0.14
0.44,0.46,0.23,0.24,0.00,0.00,0.29,0.24
0.10,0.10,0.42,0.42,0.29,0.29,0.29,0.23
0.44,0.46,0.33,0.31,0.16,0.16,0.31,0.33
0.37,0.39,0.21,0.23,0.10,0.11,0.42,0.34
0.20,0.19,0.29,0.30,0.16,0.16,0.03,0.07
0.48,0.48,0.37,0.37,0.21,0.21,0.47,0.32
0.38,0.38,0.39,0.39,0.27,0.27,0.24,0.31
0.41,0.43,0.23,0.26,0.11,0.07,0.22,0.40
0.40,0.40,0.39,0.39,0.28,0.28,0.50,0.38
0.22,0.18,0.22,0.22,0.26,0.26,0.31,0.40
0.34,0.34,0.21,0.20,0.13,0.12,0.20,0.30
0.17,0.18,0.52,0.52,0.36,0.34,0.34,0.37
0.16,0.16,0.50,0.52,0.46,0.46,0.16,0.22
0.29,0.30,0.10,0.00,0.06,0.06,0.32,0.21
0.46,0.46,0.27,0.28,0.14,0.14,0.32,0.29
0.39,0.40,0.21,0.24,0.14,0.14,0.31,0.26
0.42,0.42,0.11,0.12,0.03,0.03,0.18,0.23
0.21,0.22,0.16,0.08,0.08,0.08,0.01,0.03
0.44,0.46,0.27,0.26,0.00,0.00,0.26,0.19
0.26,0.24,0.48,0.50,0.50,0.50,0.33,0.39
0.40,0.39,0.38,0.39,0.18,0.18,0.28,0.29
0.38,0.40,0.23,0.24,0.03,0.04,0.41,0.41
0.14,0.21,0.54,0.54,0.42,0.43,0.29,0.31
0.39,0.44,0.30,0.30,0.00,0.00,0.42,0.51
0.31,0.42,0.11,0.17,0.08,0.08,0.17,0.29
0.39,0.40,0.27,0.29,0.03,0.03,0.33,0.37
0.38,0.38,0.41,0.40,0.28,0.29,0.50,0.41
0.52,0.52,0.31,0.31,0.19,0.19,0.40,0.36
0.36,0.37,0.38,0.38,0.30,0.31,0.36,0.49
0.27,0.27,0.34,0.36,0.26,0.24,0.37,0.18
0.29,0.29,0.44,0.47,0.32,0.32,0.43,0.38
0.13,0.13,0.62,0.62,0.47,0.47,0.16,0.13
0.26,0.32,0.33,0.34,0.00,0.00,0.21,0.32
0.00,0.00,0.40,0.41,0.30,0.30,0.24,0.27
0.47,0.46,0.28,0.28,0.14,0.16,0.24,0.08
0.00,0.12,0.48,0.48,0.37,0.33,0.24,0.14
0.38,0.38,0.33,0.33,0.20,0.20,0.18,0.29
0.24,0.24,0.48,0.48,0.44,0.44,0.33,0.30
0.33,0.33,0.21,0.22,0.08,0.07,0.29,0.23
0.26,0.28,0.41,0.41,0.23,0.20,0.26,0.33
0.33,0.33,0.21,0.20,0.06,0.06,0.13,0.17
0.41,0.40,0.19,0.00,0.00,0.00,0.26,0.28
0.19,0.16,0.46,0.48,0.32,0.32,0.21,0.16
0.31,0.30,0.44,0.43,0.31,0.31,0.28,0.36
0.00,0.00,0.37,0.41,0.22,0.24,0.36,0.26
0.48,0.48,0.21,0.21,0.00,0.00,0.26,0.33
0.29,0.32,0.13,0.14,0.13,0.13,0.06,0.02
0.37,0.30,0.48,0.48,0.29,0.29,0.44,0.44
0.40,0.51,0.20,0.21,0.00,0.00,0.36,0.31
0.52,0.51,0.22,0.23,0.11,0.11,0.37,0.23
0.26,0.27,0.26,0.28,0.14,0.16,0.50,0.46
0.18,0.18,0.48,0.48,0.39,0.40,0.13,0.16
0.46,0.46,0.27,0.27,0.10,0.10,0.19,0.31
0.44,0.43,0.41,0.40,0.13,0.13,0.34,0.37
0.50,0.48,0.16,0.22,0.00,0.00,0.44,0.39
0.28,0.28,0.18,0.18,0.24,0.24,0.30,0.36
0.30,0.30,0.44,0.49,0.29,0.30,0.49,0.46
0.34,0.37,0.24,0.26,0.18,0.17,0.41,0.32
0.06,0.04,0.33,0.33,0.27,0.23,0.00,0.08
0.54,0.56,0.29,0.29,0.20,0.20,0.24,0.27
0.00,0.00,0.47,0.47,0.40,0.36,0.07,0.13
0.14,0.16,0.00,0.59,0.43,0.43,0.30,0.26
0.50,0.00,0.22,0.20,0.21,0.21,0.11,0.17
0.42,0.42,0.31,0.31,0.19,0.20,0.11,0.46
0.08,0.00,0.43,0.44,0.39,0.39,0.38,0.10
0.24,0.23,0.59,0.58,0.48,0.48,0.48,0.54
0.32,0.34,0.42,0.42,0.37,0.38,0.23,0.38
0.07,0.08,0.41,0.41,0.29,0.28,0.10,0.11
0.08,0.06,0.37,0.37,0.32,0.30,0.30,0.17
0.14,0.21,0.40,0.42,0.41,0.41,0.13,0.17
0.27,0.27,0.51,0.54,0.49,0.49,0.39,0.37
0.24,0.26,0.18,0.18,0.19,0.18,0.04,0.13
0.16,0.16,0.30,0.30,0.19,0.20,0.08,0.10
0.50,0.49,0.23,0.28,0.00,0.00,0.38,0.32
0.34,0.34,0.49,0.51,0.40,0.41,0.32,0.34
0.13,0.13,0.51,0.49,0.42,0.40,0.06,0.14
0.28,0.29,0.32,0.36,0.26,0.24,0.34,0.40
0.14,0.21,0.40,0.42,0.41,0.41,0.13,0.17
0.34,0.34,0.34,0.34,0.26,0.26,0.17,0.33
0.18,0.18,0.48,0.48,0.37,0.38,0.50,0.37
0.43,0.43,0.29,0.29,0.21,0.21,0.46,0.32
0.52,0.52,0.24,0.24,0.09,0.10,0.29,0.23
0.49,0.49,0.22,0.23,0.17,0.17,0.33,0.43
0.12,0.12,0.37,0.37,0.30,0.27,0.28,0.18
0.44,0.46,0.32,0.30,0.13,0.13,0.37,0.42
0.33,0.36,0.29,0.32,0.14,0.14,0.54,0.41
0.47,0.47,0.33,0.33,0.22,0.22,0.34,0.41
0.33,0.32,0.17,0.17,0.08,0.07,0.04,0.16
0.29,0.29,0.48,0.48,0.44,0.44,0.28,0.30
0.38,0.38,0.34,0.37,0.19,0.19,0.39,0.40
0.24,0.24,0.08,0.08,0.02,0.02,0.16,0.27
0.32,0.32,0.00,0.00,0.13,0.13,0.13,0.17
0.31,0.31,0.47,0.47,0.27,0.27,0.43,0.57
0.41,0.41,0.31,0.31,0.16,0.16,0.00,0.06
0.00,0.16,0.61,0.61,0.37,0.37,0.41,0.30
0.42,0.43,0.26,0.26,0.13,0.12,0.37,0.30
0.39,0.40,0.26,0.28,0.08,0.08,0.34,0.37
0.41,0.40,0.10,0.11,0.07,0.07,0.11,0.11
0.03,0.04,0.49,0.49,0.39,0.39,0.09,0.09
0.26,0.27,0.26,0.28,0.14,0.16,0.50,0.46
0.30,0.29,0.28,0.28,0.11,0.11,0.33,0.29
0.28,0.30,0.34,0.36,0.24,0.26,0.32,0.36
0.47,0.47,0.34,0.34,0.20,0.20,0.33,0.43
0.19,0.19,0.47,0.47,0.37,0.37,0.27,0.28
0.44,0.44,0.33,0.33,0.13,0.13,0.08,0.42
0.40,0.36,0.33,0.33,0.22,0.22,0.26,0.48
0.24,0.24,0.50,0.48,0.44,0.44,0.32,0.38
0.27,0.27,0.19,0.19,0.20,0.20,0.23,0.17
0.07,0.08,0.40,0.40,0.30,0.30,0.04,0.04
0.37,0.39,0.24,0.26,0.16,0.12,0.14,0.32
0.44,0.44,0.16,0.16,0.17,0.17,0.23,0.29
0.17,0.18,0.39,0.39,0.33,0.33,0.14,0.39
0.48,0.48,0.26,0.26,0.17,0.17,0.28,0.10
0.07,0.07,0.37,0.37,0.27,0.24,0.00,0.06
0.00,0.00,0.37,0.41,0.22,0.24,0.36,0.26
0.44,0.42,0.26,0.26,0.00,0.00,0.38,0.43
0.29,0.32,0.31,0.33,0.17,0.17,0.26,0.18
0.24,0.27,0.42,0.44,0.36,0.32,0.32,0.22
0.56,0.54,0.27,0.27,0.13,0.13,0.31,0.30
0.29,0.29,0.44,0.44,0.23,0.24,0.28,0.31
0.48,0.46,0.26,0.26,0.12,0.12,0.22,0.27
0.42,0.42,0.29,0.30,0.00,0.00,0.32,0.11
0.23,0.23,0.22,0.21,0.18,0.18,0.28,0.28
0.39,0.40,0.26,0.28,0.08,0.08,0.34,0.37
0.26,0.27,0.21,0.22,0.00,0.00,0.14,0.26
0.29,0.29,0.32,0.32,0.33,0.33,0.10,0.19
0.34,0.34,0.28,0.28,0.19,0.18,0.26,0.27
0.00,0.00,0.48,0.48,0.34,0.34,0.09,0.02
0.20,0.20,0.46,0.48,0.39,0.38,0.18,0.19
0.57,0.57,0.27,0.27,0.11,0.12,0.27,0.31
0.21,0.21,0.24,0.24,0.21,0.21,0.22,0.34
0.27,0.27,0.47,0.47,0.39,0.40,0.29,0.40
0.46,0.46,0.31,0.31,0.23,0.23,0.34,0.23
0.36,0.28,0.46,0.46,0.34,0.34,0.56,0.43
0.38,0.39,0.27,0.27,0.07,0.09,0.31,0.36
0.16,0.13,0.49,0.49,0.39,0.39,0.13,0.26
0.33,0.33,0.40,0.40,0.23,0.26,0.28,0.30
0.18,0.17,0.46,0.46,0.34,0.32,0.17,0.16
0.48,0.47,0.31,0.26,0.18,0.18,0.29,0.36
0.00,0.00,0.44,0.44,0.31,0.24,0.27,0.19
0.33,0.22,0.51,0.51,0.00,0.00,0.36,0.49
0.46,0.44,0.23,0.26,0.10,0.11,0.29,0.49
0.16,0.16,0.48,0.48,0.39,0.39,0.32,0.07
0.33,0.36,0.28,0.29,0.16,0.13,0.14,0.18
0.37,0.37,0.38,0.37,0.23,0.23,0.51,0.34
0.39,0.38,0.34,0.34,0.24,0.24,0.49,0.34
0.22,0.22,0.47,0.47,0.37,0.33,0.27,0.34
0.26,0.26,0.52,0.52,0.46,0.46,0.22,0.29
0.32,0.32,0.49,0.49,0.48,0.48,0.32,0.31
0.18,0.19,0.33,0.34,0.30,0.30,0.21,0.31
0.47,0.48,0.27,0.26,0.17,0.17,0.21,0.21
0.00,0.00,0.46,0.46,0.33,0.33,0.24,0.30
0.43,0.43,0.28,0.28,0.22,0.22,0.31,0.31
0.30,0.31,0.42,0.42,0.29,0.29,0.40,0.43
0.29,0.29,0.44,0.41,0.29,0.29,0.42,0.46
0.46,0.44,0.36,0.36,0.12,0.11,0.31,0.44
0.22,0.23,0.43,0.46,0.32,0.36,0.26,0.21
0.36,0.33,0.27,0.12,0.00,0.00,0.20,0.21
0.17,0.16,0.46,0.50,0.42,0.42,0.31,0.43
0.19,0.19,0.29,0.29,0.30,0.30,0.22,0.39
0.37,0.37,0.12,0.13,0.10,0.10,0.26,0.30
0.30,0.26,0.43,0.42,0.37,0.37,0.50,0.40
0.39,0.39,0.31,0.32,0.17,0.18,0.44,0.44
0.20,0.23,0.40,0.40,0.28,0.27,0.28,0.31
0.37,0.34,0.00,0.00,0.00,0.00,0.31,0.44
0.34,0.29,0.23,0.23,0.00,0.00,0.26,0.23
0.38,0.38,0.37,0.37,0.16,0.17,0.46,0.39
0.37,0.37,0.44,0.44,0.33,0.33,0.31,0.49
0.20,0.19,0.57,0.57,0.40,0.39,0.19,0.20
0.43,0.44,0.22,0.23,0.11,0.11,0.32,0.33
0.42,0.43,0.27,0.21,0.12,0.12,0.24,0.19
0.22,0.22,0.62,0.62,0.39,0.39,0.40,0.24
0.43,0.42,0.28,0.28,0.00,0.00,0.39,0.01
0.48,0.46,0.24,0.24,0.00,0.00,0.22,0.26
0.42,0.43,0.28,0.32,0.20,0.20,0.36,0.38
0.27,0.27,0.41,0.40,0.22,0.26,0.28,0.26
0.18,0.17,0.48,0.49,0.39,0.39,0.29,0.23
0.31,0.33,0.26,0.27,0.13,0.13,0.36,0.40
0.18,0.20,0.49,0.50,0.51,0.51,0.32,0.28
0.14,0.00,0.42,0.46,0.44,0.44,0.10,0.12
0.38,0.37,0.30,0.30,0.00,0.00,0.38,0.12
0.33,0.30,0.40,0.41,0.26,0.27,0.50,0.47
0.48,0.48,0.23,0.23,0.10,0.10,0.20,0.37
0.17,0.17,0.33,0.33,0.33,0.33,0.19,0.12
0.23,0.22,0.40,0.40,0.29,0.27,0.22,0.31
0.00,0.00,0.43,0.43,0.42,0.41,0.00,0.08
0.32,0.32,0.41,0.46,0.31,0.31,0.42,0.47
0.00,0.00,0.00,0.43,0.39,0.39,0.06,0.13
0.00,0.00,0.40,0.41,0.31,0.30,0.28,0.24
0.46,0.46,0.33,0.32,0.14,0.14,0.27,0.30
0.39,0.39,0.29,0.29,0.20,0.20,0.34,0.36
0.19,0.19,0.47,0.47,0.38,0.38,0.37,0.17
0.22,0.23,0.50,0.50,0.47,0.47,0.38,0.33
0.27,0.27,0.53,0.51,0.53,0.53,0.39,0.24
0.14,0.00,0.56,0.56,0.48,0.47,0.38,0.00
0.26,0.24,0.50,0.50,0.42,0.42,0.39,0.30
0.19,0.19,0.36,0.36,0.22,0.23,0.39,0.39
0.04,0.06,0.43,0.43,0.42,0.42,0.07,0.09
0.19,0.20,0.23,0.23,0.17,0.17,0.30,0.41
0.42,0.43,0.27,0.21,0.12,0.12,0.24,0.19
0.28,0.30,0.34,0.36,0.24,0.26,0.32,0.36
0.28,0.26,0.37,0.37,0.00,0.00,0.24,0.21
0.54,0.54,0.31,0.31,0.13,0.13,0.22,0.31
0.40,0.40,0.30,0.30,0.18,0.18,0.26,0.34
0.32,0.32,0.28,0.28,0.17,0.17,0.29,0.36
0.36,0.33,0.18,0.18,0.00,0.00,0.16,0.28
0.19,0.19,0.31,0.31,0.23,0.23,0.10,0.06
0.44,0.44,0.30,0.29,0.16,0.16,0.33,0.37
0.54,0.54,0.28,0.28,0.16,0.16,0.34,0.36
0.20,0.21,0.61,0.62,0.49,0.49,0.34,0.28
0.29,0.29,0.48,0.48,0.28,0.29,0.34,0.26
0.47,0.47,0.23,0.23,0.00,0.00,0.26,0.31
0.39,0.40,0.28,0.28,0.17,0.16,0.37,0.39
0.14,0.16,0.36,0.36,0.26,0.22,0.10,0.13
0.31,0.34,0.23,0.26,0.10,0.09,0.08,0.21
0.29,0.34,0.41,0.41,0.00,0.00,0.38,0.28
0.41,0.42,0.27,0.28,0.09,0.09,0.23,0.41
0.26,0.26,0.56,0.57,0.39,0.39,0.28,0.31
0.10,0.07,0.39,0.41,0.23,0.24,0.37,0.23
0.31,0.31,0.43,0.43,0.30,0.31,0.53,0.57
0.11,0.12,0.40,0.40,0.39,0.37,0.27,0.42
0.23,0.12,0.23,0.00,0.26,0.27,0.33,0.40
0.28,0.28,0.42,0.42,0.40,0.40,0.48,0.43
0.40,0.40,0.28,0.28,0.12,0.12,0.28,0.34
0.42,0.42,0.00,0.00,0.00,0.00,0.18,0.24
0.40,0.40,0.36,0.36,0.17,0.17,0.46,0.30
0.41,0.41,0.13,0.13,0.18,0.18,0.16,0.36
0.28,0.24,0.23,0.24,0.00,0.00,0.20,0.26
0.43,0.43,0.28,0.28,0.07,0.07,0.37,0.34
0.48,0.48,0.22,0.23,0.17,0.17,0.38,0.42
0.14,0.14,0.33,0.33,0.34,0.34,0.23,0.28
0.47,0.47,0.30,0.28,0.20,0.20,0.42,0.39
0.31,0.34,0.23,0.26,0.10,0.09,0.08,0.21
0.03,0.04,0.40,0.40,0.30,0.23,0.03,0.11
0.19,0.20,0.49,0.50,0.34,0.36,0.43,0.47
0.24,0.23,0.59,0.58,0.46,0.46,0.46,0.56
0.31,0.31,0.00,0.00,0.08,0.09,0.16,0.14
0.21,0.19,0.48,0.49,0.40,0.40,0.26,0.42
0.44,0.44,0.31,0.31,0.21,0.21,0.11,0.44
0.30,0.29,0.48,0.49,0.44,0.44,0.28,0.31
0.32,0.32,0.20,0.20,0.20,0.20,0.20,0.29
0.26,0.24,0.41,0.41,0.34,0.36,0.32,0.41
0.42,0.42,0.39,0.39,0.28,0.28,0.31,0.46
0.46,0.46,0.33,0.33,0.21,0.21,0.48,0.54
0.10,0.10,0.39,0.39,0.30,0.29,0.16,0.36
0.43,0.41,0.34,0.32,0.20,0.20,0.40,0.42
0.29,0.29,0.04,0.12,0.07,0.07,0.23,0.29
0.42,0.42,0.24,0.24,0.18,0.18,0.11,0.17
0.18,0.18,0.20,0.20,0.21,0.21,0.30,0.41
0.36,0.32,0.18,0.12,0.21,0.21,0.07,0.17
0.40,0.39,0.21,0.22,0.00,0.00,0.29,0.24
0.42,0.37,0.19,0.18,0.00,0.00,0.31,0.42
0.33,0.33,0.16,0.16,0.12,0.12,0.28,0.21
0.27,0.27,0.57,0.57,0.43,0.43,0.31,0.29
0.18,0.18,0.29,0.29,0.16,0.16,0.08,0.08
0.44,0.44,0.29,0.29,0.19,0.20,0.29,0.12
0.00,0.00,0.39,0.39,0.33,0.33,0.12,0.12
0.48,0.47,0.17,0.20,0.00,0.00,0.21,0.27
0.22,0.22,0.60,0.60,0.49,0.49,0.50,0.50
0.36,0.31,0.49,0.48,0.42,0.42,0.26,0.31
0.29,0.28,0.47,0.49,0.48,0.48,0.37,0.40
0.24,0.24,0.34,0.38,0.11,0.12,0.41,0.41
0.17,0.21,0.43,0.43,0.37,0.37,0.19,0.21
0.47,0.47,0.28,0.27,0.24,0.26,0.31,0.39
0.12,0.00,0.51,0.50,0.39,0.39,0.30,0.28
0.12,0.00,0.34,0.34,0.24,0.24,0.20,0.39
0.41,0.41,0.10,0.10,0.19,0.19,0.17,0.13
0.31,0.31,0.50,0.47,0.44,0.44,0.30,0.36
0.27,0.27,0.51,0.60,0.48,0.48,0.42,0.18
0.37,0.37,0.36,0.31,0.18,0.18,0.34,0.49
0.39,0.39,0.37,0.38,0.31,0.31,0.50,0.46
0.23,0.23,0.42,0.42,0.31,0.28,0.22,0.13
0.43,0.43,0.36,0.36,0.21,0.22,0.33,0.24
0.22,0.21,0.08,0.08,0.03,0.03,0.17,0.29
0.29,0.29,0.49,0.48,0.50,0.51,0.34,0.41
0.21,0.19,0.48,0.47,0.36,0.36,0.34,0.47
0.00,0.00,0.31,0.31,0.22,0.21,0.06,0.13
0.18,0.21,0.40,0.42,0.38,0.36,0.13,0.13
0.41,0.41,0.36,0.36,0.22,0.23,0.40,0.42
0.40,0.38,0.23,0.28,0.00,0.00,0.36,0.34
0.39,0.39,0.40,0.40,0.31,0.31,0.43,0.57
0.43,0.44,0.22,0.23,0.11,0.11,0.32,0.33
0.29,0.32,0.31,0.33,0.17,0.17,0.26,0.18
0.46,0.46,0.33,0.34,0.21,0.23,0.39,0.39
0.14,0.21,0.40,0.42,0.44,0.43,0.14,0.17
0.46,0.46,0.20,0.26,0.00,0.00,0.34,0.29
0.17,0.17,0.32,0.32,0.36,0.36,0.21,0.29
0.00,0.00,0.52,0.52,0.43,0.43,0.44,0.33
0.24,0.24,0.49,0.53,0.49,0.48,0.50,0.24
0.43,0.32,0.00,0.00,0.00,0.00,0.14,0.23
0.33,0.33,0.10,0.10,0.14,0.14,0.13,0.19
0.11,0.12,0.37,0.36,0.27,0.27,0.24,0.13
0.18,0.27,0.44,0.44,0.40,0.40,0.26,0.28
0.36,0.33,0.32,0.32,0.00,0.00,0.29,0.33
0.19,0.19,0.41,0.34,0.34,0.34,0.27,0.16
0.37,0.39,0.24,0.26,0.16,0.12,0.14,0.32
0.09,0.09,0.51,0.52,0.46,0.44,0.10,0.06
0.11,0.11,0.42,0.42,0.28,0.28,0.22,0.09
0.30,0.28,0.33,0.34,0.00,0.00,0.30,0.33
0.00,0.18,0.51,0.50,0.37,0.37,0.27,0.29
0.20,0.20,0.40,0.40,0.38,0.38,0.31,0.11
0.44,0.44,0.33,0.32,0.08,0.09,0.41,0.33
0.39,0.39,0.21,0.22,0.00,0.00,0.34,0.26
0.24,0.24,0.50,0.50,0.34,0.34,0.39,0.43
0.08,0.00,0.40,0.40,0.27,0.27,0.14,0.12
0.29,0.29,0.21,0.20,0.06,0.04,0.21,0.21
0.17,0.17,0.52,0.52,0.34,0.36,0.47,0.46
0.00,0.00,0.43,0.43,0.33,0.33,0.09,0.06
0.19,0.20,0.46,0.46,0.36,0.33,0.10,0.07
0.34,0.34,0.42,0.42,0.37,0.38,0.41,0.43
0.42,0.39,0.00,0.00,0.00,0.00,0.26,0.26
0.30,0.30,0.54,0.54,0.46,0.46,0.24,0.29
0.40,0.40,0.19,0.18,0.22,0.22,0.23,0.26
0.38,0.39,0.27,0.27,0.07,0.09,0.31,0.36
0.14,0.14,0.30,0.30,0.27,0.27,0.20,0.22
0.39,0.39,0.41,0.41,0.30,0.30,0.29,0.40
