0.46,0.46,0.30,0.30,0.24,0.24,0.27,0.31
0.23,0.23,0.41,0.42,0.40,0.40,0.39,0.49
0.49,0.49,0.27,0.27,0.14,0.16,0.24,0.38
0.39,0.39,0.37,0.37,0.22,0.22,0.33,0.40
0.18,0.18,0.31,0.31,0.26,0.26,0.21,0.23
0.13,0.13,0.39,0.39,0.34,0.32,0.14,0.19
0.32,0.32,0.47,0.47,0.38,0.39,0.43,0.44
0.21,0.21,0.50,0.51,0.51,0.51,0.39,0.21
0.33,0.31,0.47,0.47,0.31,0.31,0.27,0.37
0.14,0.18,0.48,0.47,0.43,0.43,0.14,0.28
0.16,0.09,0.41,0.40,0.28,0.28,0.17,0.39
0.48,0.49,0.26,0.26,0.12,0.12,0.26,0.27
0.17,0.17,0.46,0.46,0.42,0.41,0.19,0.22
0.10,0.07,0.39,0.41,0.23,0.24,0.37,0.23
0.00,0.00,0.38,0.41,0.30,0.32,0.16,0.12
0.26,0.24,0.22,0.23,0.00,0.00,0.28,0.28
0.03,0.02,0.44,0.44,0.47,0.47,0.04,0.06
0.23,0.23,0.49,0.51,0.47,0.47,0.41,0.34
0.13,0.10,0.41,0.40,0.36,0.36,0.20,0.11
0.29,0.29,0.44,0.43,0.32,0.32,0.54,0.49
0.22,0.22,0.61,0.61,0.38,0.38,0.50,0.18
0.38,0.38,0.27,0.26,0.10,0.09,0.21,0.23
0.42,0.42,0.37,0.38,0.30,0.30,0.33,0.41
0.52,0.52,0.26,0.26,0.11,0.12,0.23,0.30
0.47,0.44,0.18,0.18,0.00,0.00,0.27,0.24
0.37,0.36,0.17,0.17,0.00,0.00,0.36,0.39
0.43,0.42,0.18,0.19,0.00,0.00,0.23,0.30
0.00,0.00,0.40,0.42,0.40,0.41,0.23,0.23
0.11,0.12,0.49,0.49,0.46,0.46,0.09,0.08
0.40,0.41,0.27,0.27,0.00,0.00,0.44,0.39
0.29,0.28,0.48,0.51,0.47,0.47,0.29,0.36
0.53,0.57,0.30,0.30,0.16,0.16,0.34,0.42
0.22,0.21,0.47,0.46,0.49,0.46,0.18,0.00
0.31,0.27,0.22,0.22,0.08,0.09,0.03,0.04
0.16,0.16,0.58,0.57,0.42,0.42,0.12,0.23
0.13,0.12,0.43,0.43,0.38,0.37,0.23,0.21
0.20,0.20,0.59,0.59,0.46,0.46,0.33,0.28
0.12,0.12,0.44,0.44,0.39,0.39,0.20,0.20
0.12,0.13,0.48,0.48,0.46,0.40,0.34,0.23
0.32,0.32,0.34,0.33,0.20,0.20,0.34,0.39
0.27,0.20,0.36,0.36,0.00,0.00,0.23,0.18
0.38,0.38,0.17,0.19,0.09,0.09,0.33,0.13
0.21,0.21,0.49,0.52,0.51,0.51,0.38,0.28
0.00,0.00,0.50,0.47,0.40,0.40,0.06,0.08
0.28,0.29,0.49,0.48,0.39,0.39,0.36,0.32
0.19,0.19,0.47,0.48,0.38,0.38,0.32,0.20
0.00,0.00,0.40,0.41,0.39,0.37,0.23,0.36
0.47,0.46,0.31,0.31,0.19,0.19,0.41,0.44
0.10,0.11,0.39,0.40,0.38,0.37,0.16,0.21
0.18,0.18,0.29,0.29,0.26,0.24,0.10,0.19
0.30,0.31,0.51,0.51,0.47,0.48,0.67,0.40
0.29,0.29,0.48,0.51,0.42,0.42,0.28,0.31
0.44,0.44,0.30,0.31,0.16,0.16,0.42,0.48
0.36,0.36,0.43,0.42,0.30,0.30,0.44,0.53
0.34,0.34,0.36,0.36,0.30,0.30,0.12,0.11
0.21,0.21,0.29,0.28,0.21,0.21,0.38,0.41
0.10,0.09,0.46,0.46,0.42,0.42,0.00,0.02
0.14,0.21,0.40,0.42,0.44,0.43,0.14,0.17
0.33,0.34,0.19,0.00,0.00,0.00,0.23,0.28
0.39,0.40,0.21,0.24,0.14,0.14,0.31,0.26
0.17,0.17,0.34,0.34,0.34,0.34,0.26,0.31
0.39,0.34,0.20,0.26,0.00,0.00,0.36,0.37
0.50,0.50,0.24,0.24,0.10,0.11,0.11,0.10
0.32,0.32,0.44,0.43,0.31,0.31,0.43,0.29
0.48,0.48,0.29,0.29,0.26,0.26,0.46,0.47
0.50,0.49,0.23,0.21,0.00,0.00,0.37,0.32
0.27,0.26,0.50,0.54,0.53,0.53,0.16,0.20
0.21,0.22,0.60,0.60,0.40,0.40,0.30,0.37
0.29,0.29,0.17,0.18,0.13,0.13,0.30,0.33
0.28,0.28,0.21,0.21,0.20,0.20,0.38,0.32
0.30,0.30,0.12,0.11,0.08,0.08,0.13,0.22
0.26,0.27,0.52,0.52,0.44,0.46,0.31,0.24
0.27,0.27,0.49,0.43,0.40,0.40,0.28,0.24
0.21,0.19,0.48,0.50,0.40,0.40,0.26,0.42
0.00,0.00,0.59,0.59,0.47,0.47,0.23,0.26
0.34,0.33,0.08,0.04,0.00,0.00,0.26,0.14
0.46,0.46,0.29,0.29,0.17,0.17,0.31,0.31
0.39,0.40,0.27,0.29,0.03,0.03,0.33,0.37
0.17,0.19,0.46,0.48,0.29,0.27,0.44,0.30
0.36,0.36,0.00,0.19,0.00,0.00,0.28,0.40
0.17,0.20,0.40,0.40,0.39,0.29,0.09,0.24
0.27,0.27,0.41,0.40,0.24,0.26,0.28,0.23
0.48,0.48,0.29,0.29,0.19,0.19,0.38,0.38
0.48,0.47,0.30,0.30,0.21,0.21,0.40,0.31
0.27,0.27,0.41,0.40,0.22,0.26,0.28,0.26
0.20,0.18,0.52,0.52,0.40,0.41,0.23,0.20
0.37,0.37,0.31,0.32,0.24,0.24,0.43,0.43
0.37,0.37,0.18,0.18,0.17,0.16,0.24,0.24
0.44,0.33,0.26,0.26,0.00,0.00,0.33,0.43
0.12,0.00,0.56,0.54,0.48,0.44,0.26,0.00
0.27,0.29,0.34,0.34,0.24,0.23,0.28,0.36
0.28,0.23,0.27,0.27,0.17,0.17,0.30,0.32
0.48,0.48,0.28,0.28,0.26,0.26,0.46,0.42
0.27,0.27,0.41,0.40,0.24,0.26,0.28,0.23
0.37,0.38,0.27,0.27,0.12,0.08,0.16,0.28
0.39,0.37,0.22,0.19,0.00,0.00,0.32,0.36
0.18,0.00,0.48,0.48,0.39,0.31,0.26,0.29
0.21,0.22,0.31,0.31,0.23,0.23,0.33,0.34
0.40,0.39,0.32,0.32,0.23,0.23,0.13,0.16
0.28,0.29,0.59,0.59,0.29,0.30,0.24,0.17
0.00,0.17,0.46,0.47,0.33,0.33,0.40,0.46
0.19,0.18,0.49,0.59,0.48,0.48,0.41,0.34
0.06,0.06,0.41,0.41,0.38,0.37,0.19,0.13
0.40,0.41,0.29,0.27,0.16,0.16,0.18,0.32
0.00,0.00,0.00,0.00,0.36,0.33,0.13,0.27
0.00,0.00,0.37,0.39,0.36,0.37,0.21,0.13
0.39,0.41,0.23,0.23,0.13,0.12,0.23,0.38
0.37,0.37,0.36,0.37,0.23,0.23,0.31,0.48
0.46,0.46,0.34,0.36,0.19,0.19,0.29,0.41
0.19,0.20,0.56,0.56,0.37,0.37,0.46,0.29
0.31,0.31,0.19,0.19,0.11,0.11,0.21,0.27
0.47,0.48,0.29,0.29,0.16,0.16,0.20,0.19
0.26,0.27,0.59,0.59,0.30,0.30,0.27,0.29
0.54,0.54,0.27,0.27,0.18,0.18,0.34,0.36
0.31,0.32,0.28,0.30,0.23,0.23,0.29,0.31
0.41,0.40,0.28,0.29,0.00,0.00,0.34,0.16
0.22,0.22,0.23,0.23,0.20,0.13,0.06,0.07
0.10,0.10,0.42,0.42,0.32,0.29,0.29,0.23
0.38,0.38,0.44,0.44,0.28,0.28,0.44,0.47
